Track_EN,الشعبة_AR,College_University_AR,College_University_EN,MinScore_2022_out_of_410,Percentage,KeySkillsRequired
Scientific - Math Track,علمي رياضة,علوم أسوان,Science Aswan,340.0,82.93,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تمريض دمياط,Nursing Damietta,340.0,82.93,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,علوم بني سويف,Science Beni Suef,339.0,82.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,علوم السويس,Science Suez,339.0,82.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تخطيط عمراني القاهرة,Planning Urban Cairo,339.0,82.68,"Spatial design, drafting software (CAD/GIS), creative organizational thinking"
Scientific - Math Track,علمي رياضة,علوم حلوان,Science Helwan,339.0,82.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,حاسبات و ذكاء إصطناعي حلوان,Computers and Intelligence Artificial (Intelligence) Helwan,338.0,82.44,"Programming (Python), math and statistics, machine learning, logical problem solving"
Scientific - Math Track,علمي رياضة,علوم العريش,Science Al-Arish,338.0,82.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,ألسن عين شمس,Al-Alsun (Languages) Ain Shams,338.0,82.44,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,علوم بنات عين شمس,Science Girls Ain Shams,338.0,82.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,الذكاء الاصطناعى كفر الشيخ,Intelligence Artificial (Intelligence) Kafr Sheikh,338.0,82.44,"Programming (Python), math and statistics, machine learning, logical problem solving"
Scientific - Math Track,علمي رياضة,علوم الوادي الجديد,Science Wadi New,338.0,82.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تمريض الزقازيق,Nursing Zagazig,337.0,82.2,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات طنطا,Computers and Information Tanta,337.0,82.2,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,ألسن أسوان,Al-Alsun (Languages) Aswan,337.0,82.2,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,ألسن الفيوم,Al-Alsun (Languages) Fayoum,337.0,82.2,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات كفر الشيخ,Computers and Information Kafr Sheikh,337.0,82.2,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات الزقازيق,Computers and Information Zagazig,337.0,82.2,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,ألسن الأقصر,Al-Alsun (Languages) Luxor,336.0,81.95,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,الاعاقة والتأهيل الزقازيق,Disability and Rehabilitation Zagazig,336.0,81.95,"High empathy, patience, specialized communication skills, rehabilitative psychological understanding"
Scientific - Math Track,علمي رياضة,ألسن بني سويف,Al-Alsun (Languages) Beni Suef,336.0,81.95,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,ألسن جنوب الوادي فرع الغردقة,Al-Alsun (Languages) South Wadi Branch Hurghada,336.0,81.95,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,ألسن سوهاج,Al-Alsun (Languages) Sohag,335.0,81.71,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,حاسبات و ذكاء إصطناعي بنها,Computers and Intelligence Artificial (Intelligence) Banha,335.0,81.71,"Programming (Python), math and statistics, machine learning, logical problem solving"
Scientific - Math Track,علمي رياضة,ألسن المنيا,Al-Alsun (Languages) Minya,335.0,81.71,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات قناة السويس بالإسماعيلية,Computers and Information Canal Suez in Ismailia,334.0,81.46,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات المنوفية بشبين الكوم,Computers and Information Menoufia in Shebin Kom,334.0,81.46,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,تكنولوجيا الادارة ونظم المعلومات بور سعيد,Technology Management and Systems Information Port Said,334.0,81.46,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تمريض دمنهور,Nursing Damanhour,334.0,81.46,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,علوم البترول والتعدين مطروح,Science Petroleum and Mining Matrouh,333.0,81.22,"Advanced chemistry and physics, geological analysis, fieldwork"
Scientific - Math Track,علمي رياضة,علوم الارض بني سويف,Science Earth (Sciences) Beni Suef,332.0,80.98,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات السويس,Computers and Information Suez,332.0,80.98,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,تمريض المنوفية بشبين الكوم,Nursing Menoufia in Shebin Kom,332.0,80.98,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,ذكاء إصطناعي المنوفية شبين الكوم,Intelligence Artificial (Intelligence) Menoufia Shebin Kom,332.0,80.98,"Programming (Python), math and statistics, machine learning, logical problem solving"
Scientific - Math Track,علمي رياضة,حاسبات وذكاء اصطناعي السادات,Computers and (Artificial) Intelligence Artificial (Intelligence) Sadat,332.0,80.98,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات و ذكاء إصطناعي جنوب الوادي فرع الغردقة,Computers and Intelligence Artificial (Intelligence) South Wadi Branch Hurghada,331.0,80.73,"Programming (Python), math and statistics, machine learning, logical problem solving"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات الفيوم,Computers and Information Fayoum,331.0,80.73,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,الاعاقة والتأهيل بني سويف,Disability and Rehabilitation Beni Suef,331.0,80.73,"High empathy, patience, specialized communication skills, rehabilitative psychological understanding"
Scientific - Math Track,علمي رياضة,فنون تطبيقية بنها,Arts (Fine) Applied Banha,331.0,80.73,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Math Track,علمي رياضة,حاسبات وذكاء اصطناعي مطروح,Computers and (Artificial) Intelligence Artificial (Intelligence) Matrouh,330.0,80.49,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات و معلومات العريش,Computers and Information Al-Arish,330.0,80.49,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات بني سويف,Computers and Information Beni Suef,329.0,80.24,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,آثار دمياط,Archaeology Damietta,328.0,80.0,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات قنا,Computers and Information Qena,328.0,80.0,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات المنيا,Computers and Information Minya,328.0,80.0,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,علوم ثروة سمكية و مصايد كفر الشيخ,Science Wealth/Resources Fish (Fisheries) and Fisheries Kafr Sheikh,328.0,80.0,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات سوهاج,Computers and Information Sohag,327.0,79.76,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,فنون تطبيقية حلوان,Arts (Fine) Applied Helwan,327.0,79.76,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات أسيوط,Computers and Information Asyut,327.0,79.76,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,حاسبات ومعلومات الأقصر,Computers and Information Luxor,326.0,79.51,"Programming logic, discrete math, problem solving, technical English"
Scientific - Math Track,علمي رياضة,تربية الزقازيق,Education Zagazig,325.0,79.27,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تربية المنصورة,Education Mansoura,324.0,79.02,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,اقتصاد و علوم سياسية القاهرة,Economics and Science Political Cairo,324.0,79.02,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,الملاحة وتكنولوجيا الفضاء بني سويف,Navigation and Technology Space Beni Suef,324.0,79.02,"Applied technical skills depending on specialization, practical problem solving"
Scientific - Math Track,علمي رياضة,آثار القاهرة,Archaeology Cairo,324.0,79.02,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,ألسن كفر الشيخ,Al-Alsun (Languages) Kafr Sheikh,324.0,79.02,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,آثار عين شمس,Archaeology Ain Shams,324.0,79.02,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,آثار أسوان,Archaeology Aswan,323.0,78.78,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,تمريض بنها,Nursing Banha,323.0,78.78,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,فنون تطبيقية دمياط,Arts (Fine) Applied Damietta,322.0,78.54,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Math Track,علمي رياضة,تمريض كفر الشيخ,Nursing Kafr Sheikh,322.0,78.54,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تمريض أسيوط,Nursing Asyut,321.0,78.29,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,آثار الأقصر,Archaeology Luxor,321.0,78.29,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,آثار و لغات مطروح,Archaeology and Languages Matrouh,321.0,78.29,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,الدراسات الاقتصادية و العلوم السياسة الإسكندرية,Studies Economic and Science Political Alexandria,320.0,78.05,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تكنولوجيا العلوم الصحية التطبيقية المنوفية,Technology Science Health Applied Menoufia,319.0,77.8,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Math Track,علمي رياضة,الاستزراع المائي و المصايد البحرية العريش,Aquaculture Aquatic and Fisheries Marine Al-Arish,319.0,77.8,"Aquatic biology, fieldwork, natural resource management"
Scientific - Math Track,علمي رياضة,آثار الفيوم,Archaeology Fayoum,318.0,77.56,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,سياسة واقتصاد السويس,Politics and Economics Suez,318.0,77.56,"Critical analysis, academic writing, economic/political understanding"
Scientific - Math Track,علمي رياضة,ألسن قناة السويس رياضة بالإسماعيلية,Al-Alsun (Languages) Canal Suez Math (track) / Sports in Ismailia,318.0,77.56,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,تربية طنطا,Education Tanta,318.0,77.56,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تجارة المنصورة,Commerce Mansoura,317.0,77.32,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,ثروة سمكية السويس,Wealth/Resources Fish (Fisheries) Suez,317.0,77.32,"Aquatic biology, fieldwork, natural resource management"
Scientific - Math Track,علمي رياضة,تمريض سوهاج,Nursing Sohag,317.0,77.32,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,سياسة واقتصاد بني سويف,Politics and Economics Beni Suef,316.0,77.07,"Critical analysis, academic writing, economic/political understanding"
Scientific - Math Track,علمي رياضة,تربية بور سعيد,Education Port Said,315.0,76.83,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,زراعة المنصورة,Agriculture Mansoura,314.0,76.59,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,تجارة الزقازيق,Commerce Zagazig,314.0,76.59,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,حقوق الزقازيق,Law Zagazig,313.0,76.34,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Math Track,علمي رياضة,فنون جميلة عمارة حلوان,Arts (Fine) Fine Architecture Helwan,313.0,76.34,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,تمريض المنيا,Nursing Minya,313.0,76.34,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تمريض جنوب الوادي,Nursing South Wadi,312.0,76.1,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,علوم الإسكندرية,Science Alexandria,312.0,76.1,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تكنولوجيا العلوم الصحية التطبيقية بني سويف,Technology Science Health Applied Beni Suef,312.0,76.1,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Math Track,علمي رياضة,فنون جميلة فنون الإسكندرية,Arts (Fine) Fine Arts (Fine) Alexandria,312.0,76.1,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,آثار جنوب الوادي,Archaeology South Wadi,311.0,75.85,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Math Track,علمي رياضة,تربية تعليم ابتدائي الزقازيق,Education Education Primary Zagazig,311.0,75.85,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تجارة العريش,Commerce Al-Arish,311.0,75.85,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تمريض القاهرة,Nursing Cairo,311.0,75.85,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,حقوق كفرالشيخ,Law Kafr El-Sheikh,310.0,75.61,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Math Track,علمي رياضة,تجارة كفر الشيخ,Commerce Kafr Sheikh,310.0,75.61,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,ألسن أسوان,Al-Alsun (Languages) Aswan,310.0,75.61,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,آداب سوهاج,Arts (Humanities) Sohag,310.0,75.61,General analytical and communication skills (recommend checking specific department details)
Scientific - Math Track,علمي رياضة,إعلام القاهرة,Mass Communication Cairo,310.0,75.61,"Writing and editing, communication, broad general knowledge, filming/editing skills depending on track"
Scientific - Math Track,علمي رياضة,فنون جميلة عمارة الإسكندرية,Arts (Fine) Fine Architecture Alexandria,310.0,75.61,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,علوم القاهرة,Science Cairo,310.0,75.61,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,زراعة القاهرة,Agriculture Cairo,310.0,75.61,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,زراعة دمنهور,Agriculture Damanhour,310.0,75.61,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,زراعة دمياط,Agriculture Damietta,309.0,75.37,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,تربية تعليم ابتدائي المنصورة,Education Education Primary Mansoura,309.0,75.37,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,ألسن عين شمس,Al-Alsun (Languages) Ain Shams,308.0,75.12,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,علوم الارض بني سويف,Science Earth (Sciences) Beni Suef,308.0,75.12,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تجارة دمياط,Commerce Damietta,308.0,75.12,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,علوم المنصورة,Science Mansoura,308.0,75.12,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تربية المنوفية بشبين الكوم,Education Menoufia in Shebin Kom,307.0,74.88,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تربية طفولة مبكرة الزقازيق,Education Early Childhood Early Zagazig,307.0,74.88,"Educational patience, understanding child development, communication skills with children"
Scientific - Math Track,علمي رياضة,تمريض قناة السويس بالإسماعيلية,Nursing Canal Suez in Ismailia,307.0,74.88,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تمريض عين شمس,Nursing Ain Shams,307.0,74.88,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تمريض مطروح,Nursing Matrouh,306.0,74.63,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تمريض الإسكندرية,Nursing Alexandria,306.0,74.63,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,ألسن الفيوم,Al-Alsun (Languages) Fayoum,306.0,74.63,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,تربية دمنهور,Education Damanhour,306.0,74.63,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,دار العلوم القاهرة,Dar Al-Uloom Science Cairo,306.0,74.63,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,فنون جميلة عمارة المنصورة,Arts (Fine) Fine Architecture Mansoura,306.0,74.63,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,علوم دمنهور,Science Damanhour,305.0,74.39,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,ألسن بني سويف,Al-Alsun (Languages) Beni Suef,305.0,74.39,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,علوم عين شمس,Science Ain Shams,304.0,74.15,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,ألسن الأقصر,Al-Alsun (Languages) Luxor,304.0,74.15,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,تربية كفر الشيخ,Education Kafr Sheikh,304.0,74.15,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تجارة قناة السويس بالإسماعيلية,Commerce Canal Suez in Ismailia,303.0,73.9,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,علوم المنوفية رياضة بشبين الكوم,Science Menoufia Math (track) / Sports in Shebin Kom,303.0,73.9,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تربية الإسكندرية,Education Alexandria,303.0,73.9,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تجارة طنطا,Commerce Tanta,303.0,73.9,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,زراعة الإسكندرية,Agriculture Alexandria,302.0,73.66,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,علوم الزقازيق,Science Zagazig,302.0,73.66,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,علوم طنطا,Science Tanta,302.0,73.66,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,إعلام المنوفية,Mass Communication Menoufia,302.0,73.66,"Writing and editing, communication, broad general knowledge, filming/editing skills depending on track"
Scientific - Math Track,علمي رياضة,علوم كفر الشيخ,Science Kafr Sheikh,301.0,73.41,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,علوم بنها,Science Banha,301.0,73.41,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تربية طفولة مبكرة المنصورة,Education Early Childhood Early Mansoura,301.0,73.41,"Educational patience, understanding child development, communication skills with children"
Scientific - Math Track,علمي رياضة,تجارة بور سعيد,Commerce Port Said,301.0,73.41,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,زراعة طنطا,Agriculture Tanta,301.0,73.41,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,ألسن جنوب الوادي فرع الغردقة,Al-Alsun (Languages) South Wadi Branch Hurghada,301.0,73.41,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,تمريض بني سويف,Nursing Beni Suef,301.0,73.41,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تمريض حلوان,Nursing Helwan,300.0,73.17,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تربية طفولة مبكرة بور سعيد,Education Early Childhood Early Port Said,300.0,73.17,"Educational patience, understanding child development, communication skills with children"
Scientific - Math Track,علمي رياضة,زراعة عين شمس,Agriculture Ain Shams,300.0,73.17,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,ألسن المنيا,Al-Alsun (Languages) Minya,300.0,73.17,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,زراعة الزقازيق,Agriculture Zagazig,299.0,72.93,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,تجارة بنها,Commerce Banha,299.0,72.93,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تربية بنها,Education Banha,299.0,72.93,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تجارة الإسكندرية,Commerce Alexandria,299.0,72.93,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تجارة دمنهور,Commerce Damanhour,299.0,72.93,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,علوم حلوان,Science Helwan,299.0,72.93,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تجارة القاهرة,Commerce Cairo,299.0,72.93,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تربية عين شمس,Education Ain Shams,299.0,72.93,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تربية مدينة السادات,Education City of Sadat,298.0,72.68,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,فنون جميلة عمارة المنيا,Arts (Fine) Fine Architecture Minya,298.0,72.68,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,فنون جميلة فنون حلوان,Arts (Fine) Fine Arts (Fine) Helwan,298.0,72.68,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,علوم دمياط,Science Damietta,298.0,72.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,ألسن سوهاج,Al-Alsun (Languages) Sohag,298.0,72.68,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Math Track,علمي رياضة,تربية المنيا,Education Minya,298.0,72.68,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,تجارة المنوفية بشبين الكوم,Commerce Menoufia in Shebin Kom,297.0,72.44,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تجارة و إدارة أعمال حلوان,Commerce and Management Business Helwan,297.0,72.44,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تجارة سوهاج,Commerce Sohag,297.0,72.44,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,علوم قناة السويس رياضة بالإسماعيلية,Science Canal Suez Math (track) / Sports in Ismailia,297.0,72.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,فنون جميلة فنون المنصورة,Arts (Fine) Fine Arts (Fine) Mansoura,297.0,72.44,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,تربية تعليم ابتدائي طنطا,Education Education Primary Tanta,297.0,72.44,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,علوم بور سعيد,Science Port Said,297.0,72.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تجارة جنوب الوادي,Commerce South Wadi,296.0,72.2,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تجارة عين شمس,Commerce Ain Shams,296.0,72.2,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,تربية تعليم ابتدائي بور سعيد,Education Education Primary Port Said,296.0,72.2,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Math Track,علمي رياضة,علوم الفيوم,Science Fayoum,296.0,72.2,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,فنون جميلة عمارة أسيوط,Arts (Fine) Fine Architecture Asyut,296.0,72.2,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Math Track,علمي رياضة,علوم السويس,Science Suez,296.0,72.2,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Math Track,علمي رياضة,تمريض الفيوم,Nursing Fayoum,296.0,72.2,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Math Track,علمي رياضة,تجارة بني سويف,Commerce Beni Suef,295.0,71.95,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,زراعة كفر الشيخ,Agriculture Kafr Sheikh,295.0,71.95,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Math Track,علمي رياضة,تجارة انتساب موجه المنصورة,Commerce Affiliated (Distance Program) Mansoura,295.0,71.95,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Math Track,علمي رياضة,علوم بني سويف,Science Beni Suef,295.0,71.95,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
